-210,-50,-0.8
-200,-50,0.2
-190,-50,2.6
-180,-50,3.5
-170,-50,4.2
-160,-50,8.8
-150,-50,16.7
-140,-50,32.8
-130,-50,43.9
-120,-50,21.9
-110,-50,2.8
-100,-50,-1.3
-90,-50,-2.7
-80,-50,-3.1
-70,-50,-1.9
-60,-50,-3.2
-50,-50,-2.1
-40,-50,-2.1
-30,-50,-2
-20,-50,-2.6
-10,-50,-3.8
0,-50,-3.3
10,-50,-3.7
20,-50,-2.4
30,-50,-2.6
40,-50,-1.3
50,-50,-0.4
60,-50,-1.2
70,-50,-2.1
80,-50,-1.9
90,-50,0
100,-50,-2.3
110,-50,-1.7
120,-50,-0.7
130,-50,-1.5
140,-50,-0.7
150,-50,-2.5
160,-50,-2.5
170,-50,0.2
180,-50,-0.6
190,-50,-0.1
200,-50,-1
210,-50,-1.1
220,-50,-2.1
230,-50,0.1
240,-50,-0.8
250,-50,-1
-250,0,1.2
-240,0,0.8
-230,0,0.5
-220,0,1.4
-210,0,0.9
-200,0,3
-190,0,3.8
-180,0,5
-170,0,11.2
-160,0,20.2
-150,0,40.9
-140,0,40.1
-130,0,12.8
-120,0,3.2
-110,0,-0.1
-100,0,-3.2
-90,0,-2.1
-80,0,-2.2
-70,0,-4.8
-60,0,-1.8
-50,0,-2.2
-40,0,-0.9
-30,0,-1.5
-20,0,-0.9
-10,0,-0.5
0,0,-1.7
10,0,-1.2
20,0,-2.8
30,0,-1.3
40,0,-1.6
50,0,-0.6
60,0,-4.1
70,0,-0.7
80,0,-1.2
90,0,-2.7
100,0,2
110,0,-2.4
120,0,-1.7
130,0,-0.2
140,0,-2.6
150,0,-1.7
160,0,-1.9
170,0,-0.3
180,0,-0.4
190,0,0.7
200,0,-2.2
210,0,-0.9
220,0,0.6
230,0,1.1
240,0,1.9
250,0,-1.2
-250,50,2
-240,50,2.4
-230,50,0.8
-220,50,1.5
-210,50,4.4
-200,50,3.6
-190,50,8.9
-180,50,13.3
-170,50,25.5
-160,50,44
-150,50,32.8
-140,50,7.5
-130,50,0.5
-120,50,-3
-110,50,-1.1
-100,50,-2.7
-90,50,-1.2
-80,50,-3.3
-70,50,-2.9
-60,50,-3.5
-50,50,-2.7
-40,50,-3.6
-30,50,-1.9
-20,50,-2.8
-10,50,-2.2
0,50,-0.8
10,50,-2.1
20,50,-2
30,50,-1.7
40,50,-1.7
50,50,-0.2
60,50,-0.7
70,50,-0.6
80,50,-1.9
90,50,-3
100,50,-1.1
110,50,-3.8
120,50,-0.2
130,50,-0.2
140,50,-1.7
150,50,0.2
160,50,-1.6
170,50,1.5
180,50,-0.3
190,50,-0.7
200,50,0.5
210,50,-0.3
220,50,-1.5
230,50,0.2
240,50,0.7
250,50,-0.4
-250,100,1.9
-240,100,0.9
-230,100,3.5
-220,100,3.2
-210,100,6.3
-200,100,10.5
-190,100,18.6
-180,100,33.3
-170,100,43
-160,100,21.8
-150,100,5.7
-140,100,-0.4
-130,100,-0.1
-120,100,-2.5
-110,100,-1.9
-100,100,-1.7
-90,100,-2.2
-80,100,-2
-70,100,-1.6
-60,100,-2.8
-50,100,-0.2
-40,100,-3
-30,100,-3.1
-20,100,-1.8
-10,100,-2.4
0,100,0.9
10,100,0.7
20,100,-1
30,100,0.1
40,100,-0.7
50,100,-0.8
60,100,-1
70,100,-2.4
80,100,-0.2
90,100,0.7
100,100,-0.5
110,100,-0.4
120,100,-0.8
130,100,-1.1
140,100,-0.1
150,100,1.5
160,100,-0.3
170,100,1.2
180,100,-0.6
190,100,1.3
200,100,-0.5
210,100,-0.9
220,100,0.1
230,100,-0.6
240,100,-0.1
250,100,0.2
-250,150,2.3
-240,150,3.6
-230,150,5.3
-220,150,8.7
-210,150,12.9
-200,150,20.6
-190,150,40.8
-180,150,40
-170,150,14
-160,150,1.5
-150,150,-1.2
-140,150,-1.7
-130,150,-2.3
-120,150,-0.8
-110,150,-0.8
-100,150,-2.5
-90,150,-1.7
-80,150,-2.9
-70,150,-1.7
-60,150,-2.1
-50,150,-0.3
-40,150,-1.3
-30,150,-2.3
-20,150,-2.6
-10,150,0.5
0,150,0.6
10,150,-1.5
20,150,0.7
30,150,-2.4
40,150,-1.6
50,150,1.1
60,150,1.9
70,150,1.2
80,150,0
90,150,-1.4
100,150,0.2
110,150,0.1
120,150,-0.9
130,150,0.1
140,150,-0.1
150,150,-1.1
160,150,3
170,150,0.9
180,150,0.4
190,150,-0.2
200,150,0.6
210,150,0.5
220,150,1.5
230,150,-0.4
240,150,1.8
250,150,-0.2
-250,200,3.8
-240,200,4.4
-230,200,6.3
-220,200,14.6
-210,200,27.6
-200,200,43.5
-190,200,31.6
-180,200,8.1
-170,200,0.2
-160,200,0.3
-150,200,-2.8
-140,200,-3.1
-130,200,-3.3
-120,200,-1.2
-110,200,-3.6
-100,200,-2.6
-90,200,-1.7
-80,200,-2.6
-70,200,-1
-60,200,-1.6
-50,200,-2
-40,200,0.2
-30,200,-0.9
-20,200,-0.6
-10,200,-2.1
0,200,0.4
10,200,-1.2
20,200,0.8
30,200,-0.4
40,200,0.8
50,200,-0.6
60,200,-0.8
70,200,-0.6
80,200,-0.1
90,200,0.4
100,200,-0.5
110,200,-1.7
120,200,-0.4
130,200,-0.5
140,200,0.4
150,200,0
160,200,2.2
170,200,0.9
180,200,-0.2
190,200,1.2
200,200,1.3
210,200,3.4
220,200,1.6
230,200,-0.1
240,200,-1.6
250,200,0.4
-250,250,6.9
-240,250,10.2
-230,250,19.3
-220,250,34.4
-210,250,45.6
-200,250,21.5
-190,250,5.2
-180,250,0.7
-170,250,-1
-160,250,-1
-150,250,-2
-140,250,-0.9
-130,250,-1
-120,250,-1
-110,250,-1.2
-100,250,-1.4
-90,250,-2.5
-80,250,-1.5
-70,250,0.2
-60,250,-0.5
-50,250,-0.4
-40,250,-1.6
-30,250,0.7
-20,250,-0.9
-10,250,-1
0,250,-0.2
10,250,0.2
20,250,-1.2
30,250,1.6
40,250,-0.9
50,250,-0.1
60,250,-0.2
70,250,-1
80,250,-0.1
90,250,1
100,250,0.6
110,250,0
120,250,1.1
130,250,1.8
140,250,-0.5
150,250,1.1
160,250,0.5
170,250,1.5
180,250,0.9
190,250,2
200,250,2.4
210,250,0.1
220,250,2
230,250,2.5
240,250,2.9
250,250,1.7
