X-Loc(m)	Y-Loc(m)	time(min)	Field Strength(nT)	Base Station(nT)
20.0	-100.0	621.5	51345.9		51345.1
21.5	-100.0	622.0	51343.7		51343.2
23.0	-100.0	622.5	51343.6		51344.7
24.5	-100.0	623.0	51346.9		51347.6
26.0	-100.0	623.5	51346.6		51346.4
27.5	-100.0	624.0	51345.0		51344.4
29.0	-100.0	624.5	51346.2		51345.4
30.5	-100.0	625.0	51346.1		51345.2
32.0	-100.0	625.5	51343.3		51346.2
33.5	-100.0	626.0	51343.5		51344.0
35.0	-100.0	626.5	51344.3		51345.9
36.5	-100.0	627.0	51343.8		51345.6
38.0	-100.0	627.5	51348.0		51348.1
39.5	-100.0	628.0	51346.6		51346.2
41.0	-100.0	628.5	51347.9		51347.2
42.5	-100.0	629.0	51343.7		51343.7
44.0	-100.0	629.5	51345.9		51346.3
45.5	-100.0	630.0	51345.3		51345.2
47.0	-100.0	630.5	51346.3		51347.6
48.5	-100.0	631.0	51347.4		51348.9
50.0	-100.0	631.5	51347.3		51347.3
51.5	-100.0	632.0	51346.8		51346.1
53.0	-100.0	632.5	51346.6		51347.9
54.5	-100.0	633.0	51345.8		51346.4
56.0	-100.0	633.5	51344.8		51346.5
57.5	-100.0	634.0	51348.1		51347.2
59.0	-100.0	634.5	51349.0		51349.6
60.5	-100.0	635.0	51347.7		51348.5
62.0	-100.0	635.5	51348.4		51347.4
63.5	-100.0	636.0	51347.5		51348.7
65.0	-100.0	636.5	51350.0		51349.9
66.5	-100.0	637.0	51344.1		51345.5
68.0	-100.0	637.5	51349.2		51348.5
69.5	-100.0	638.0	51345.8		51346.1
71.0	-100.0	638.5	51347.4		51348.2
72.5	-100.0	639.0	51346.2		51348.0
74.0	-100.0	639.5	51348.1		51347.8
75.5	-100.0	640.0	51346.5		51350.1
77.0	-100.0	640.5	51350.9		51350.8
78.5	-100.0	641.0	51350.9		51348.9
80.0	-100.0	641.5	51349.8		51349.4
81.5	-100.0	642.0	51350.8		51352.0
83.0	-100.0	642.5	51350.7		51349.1
84.5	-100.0	643.0	51351.9		51351.3
86.0	-100.0	643.5	51349.4		51351.3
87.5	-100.0	644.0	51352.5		51352.8
89.0	-100.0	644.5	51354.2		51355.8
90.5	-100.0	645.0	51354.3		51354.3
92.0	-100.0	645.5	51353.0		51352.8
93.5	-100.0	646.0	51353.5		51352.2
95.0	-100.0	646.5	51354.1		51353.2
96.5	-100.0	647.0	51353.9		51353.8
98.0	-100.0	647.5	51355.6		51355.5
99.5	-100.0	648.0	51351.8		51352.8
101.0	-100.0	648.5	51351.9		51349.8
102.5	-100.0	649.0	51353.6		51352.6
104.0	-100.0	649.5	51354.3		51354.0
105.5	-100.0	650.0	51353.3		51353.6
107.0	-100.0	650.5	51352.7		51354.1
108.5	-100.0	651.0	51354.2		51355.6
110.0	-100.0	651.5	51356.7		51355.1
111.5	-100.0	652.0	51355.6		51353.7
113.0	-100.0	652.5	51354.1		51352.4
114.5	-100.0	653.0	51355.6		51355.6
116.0	-100.0	653.5	51354.8		51352.6
117.5	-100.0	654.0	51354.4		51354.0
119.0	-100.0	654.5	51353.9		51354.0
120.5	-100.0	655.0	51351.5		51350.9
122.0	-100.0	655.5	51352.2		51353.7
123.5	-100.0	656.0	51354.0		51353.6
125.0	-100.0	656.5	51353.8		51354.5
126.5	-100.0	657.0	51356.2		51357.4
128.0	-100.0	657.5	51355.2		51355.5
129.5	-100.0	658.0	51354.0		51354.5
131.0	-100.0	658.5	51352.5		51355.0
132.5	-100.0	659.0	51354.8		51356.7
134.0	-100.0	659.5	51352.1		51353.6
135.5	-100.0	660.0	51354.1		51351.8
137.0	-100.0	660.5	51352.1		51350.6
138.5	-100.0	661.0	51355.2		51355.9
140.0	-100.0	661.5	51353.3		51354.5
141.5	-100.0	662.0	51353.6		51353.2
143.0	-100.0	662.5	51354.6		51353.6
144.5	-100.0	663.0	51355.6		51356.3
146.0	-100.0	663.5	51354.0		51355.7
147.5	-100.0	664.0	51353.8		51353.0
149.0	-100.0	664.5	51353.2		51353.2
150.5	-100.0	665.0	51353.6		51353.4
152.0	-100.0	665.5	51352.6		51352.8
153.5	-100.0	666.0	51352.2		51354.4
155.0	-100.0	666.5	51354.5		51355.4
156.5	-100.0	667.0	51352.4		51350.4
158.0	-100.0	667.5	51353.1		51349.5
159.5	-100.0	668.0	51352.5		51354.1
161.0	-100.0	668.5	51352.6		51351.5
162.5	-100.0	669.0	51353.2		51352.4
164.0	-100.0	669.5	51355.5		51357.0
165.5	-100.0	670.0	51353.6		51351.8
167.0	-100.0	670.5	51352.4		51352.1
168.5	-100.0	671.0	51351.3		51351.1
170.0	-100.0	671.5	51350.8		51350.9
171.5	-100.0	672.0	51352.1		51352.1
173.0	-100.0	672.5	51352.4		51350.2
174.5	-100.0	673.0	51352.8		51352.8
176.0	-100.0	673.5	51351.8		51352.9
177.5	-100.0	674.0	51349.1		51349.5
179.0	-100.0	674.5	51351.0		51349.0
180.5	-100.0	675.0	51353.9		51351.8
182.0	-100.0	675.5	51352.0		51352.7
183.5	-100.0	676.0	51350.0		51353.2
185.0	-100.0	676.5	51352.4		51354.4
186.5	-100.0	677.0	51351.8		51352.0
188.0	-100.0	677.5	51352.4		51351.2
189.5	-100.0	678.0	51353.2		51352.3
191.0	-100.0	678.5	51352.1		51353.6
192.5	-100.0	679.0	51353.0		51351.7
194.0	-100.0	679.5	51350.9		51354.2
195.5	-100.0	680.0	51354.3		51353.7
197.0	-100.0	680.5	51352.1		51351.3
198.5	-100.0	681.0	51354.8		51353.6
200.0	-100.0	681.5	51353.8		51353.5
201.5	-100.0	682.0	51355.7		51352.9
203.0	-100.0	682.5	51354.4		51353.9
204.5	-100.0	683.0	51353.3		51352.9
206.0	-100.0	683.5	51352.9		51354.5
207.5	-100.0	684.0	51354.8		51352.7
209.0	-100.0	684.5	51354.0		51352.8
210.5	-100.0	685.0	51354.2		51354.3
212.0	-100.0	685.5	51353.9		51353.3
213.5	-100.0	686.0	51354.9		51352.8
215.0	-100.0	686.5	51354.8		51353.4
216.5	-100.0	687.0	51355.8		51354.6
218.0	-100.0	687.5	51354.5		51353.3
219.5	-100.0	688.0	51355.2		51353.5
221.0	-100.0	688.5	51352.6		51350.3
222.5	-100.0	689.0	51353.5		51354.4
224.0	-100.0	689.5	51352.4		51352.1
225.5	-100.0	690.0	51354.1		51354.4
227.0	-100.0	690.5	51353.9		51352.5
228.5	-100.0	691.0	51354.7		51355.6
230.0	-100.0	691.5	51352.9		51352.8
231.5	-100.0	692.0	51357.7		51356.7
233.0	-100.0	692.5	51355.8		51356.3
234.5	-100.0	693.0	51354.8		51354.5
236.0	-100.0	693.5	51354.5		51354.1
237.5	-100.0	694.0	51352.7		51353.9
239.0	-100.0	694.5	51353.8		51355.1
240.5	-100.0	695.0	51353.0		51352.0
242.0	-100.0	695.5	51351.0		51351.0
243.5	-100.0	696.0	51353.6		51352.6
245.0	-100.0	696.5	51353.6		51351.9
246.5	-100.0	697.0	51354.9		51354.7
248.0	-100.0	697.5	51354.2		51352.4
249.5	-100.0	698.0	51352.2		51351.4
-250.0	-50.0	698.5	51352.7		51353.9
-248.5	-50.0	699.0	51350.3		51350.0
-247.0	-50.0	699.5	51350.8		51352.7
-245.5	-50.0	700.0	51351.2		51352.1
-244.0	-50.0	700.5	51348.2		51350.2
-242.5	-50.0	701.0	51350.3		51351.4
-241.0	-50.0	701.5	51351.6		51352.9
-239.5	-50.0	702.0	51350.1		51351.2
-238.0	-50.0	702.5	51350.8		51350.4
-236.5	-50.0	703.0	51350.5		51352.7
-235.0	-50.0	703.5	51351.5		51353.5
-233.5	-50.0	704.0	51351.9		51353.7
-232.0	-50.0	704.5	51350.2		51351.4
-230.5	-50.0	705.0	51350.6		51352.5
-229.0	-50.0	705.5	51352.3		51352.7
-227.5	-50.0	706.0	51351.8		51353.1
-226.0	-50.0	706.5	51351.7		51353.9
-224.5	-50.0	707.0	51350.8		51350.9
-223.0	-50.0	707.5	51349.3		51349.7
-221.5	-50.0	708.0	51352.5		51351.8
-220.0	-50.0	708.5	51353.7		51353.3
-218.5	-50.0	709.0	51350.4		51351.5
-217.0	-50.0	709.5	51353.0		51353.4
-215.5	-50.0	710.0	51352.0		51351.1
-214.0	-50.0	710.5	51352.3		51353.0
-212.5	-50.0	711.0	51351.3		51351.2
-211.0	-50.0	711.5	51351.8		51353.5
-209.5	-50.0	712.0	51354.1		51353.4
-208.0	-50.0	712.5	51352.5		51353.2
-206.5	-50.0	713.0	51352.9		51353.3
-205.0	-50.0	713.5	51350.7		51351.6
-203.5	-50.0	714.0	51352.1		51351.8
-202.0	-50.0	714.5	51353.1		51352.7
-200.5	-50.0	715.0	51354.8		51354.9
-199.0	-50.0	715.5	51352.7		51353.0
-197.5	-50.0	716.0	51351.8		51352.7
-196.0	-50.0	716.5	51352.8		51353.5
-194.5	-50.0	717.0	51354.0		51354.3
-193.0	-50.0	717.5	51353.9		51352.8
-191.5	-50.0	718.0	51354.8		51356.9
-190.0	-50.0	718.5	51356.4		51355.5
-188.5	-50.0	719.0	51355.4		51357.6
-187.0	-50.0	719.5	51354.8		51354.8
-185.5	-50.0	720.0	51355.6		51356.2
-184.0	-50.0	720.5	51355.9		51357.5
-182.5	-50.0	721.0	51353.9		51354.6
-181.0	-50.0	721.5	51357.2		51357.3
-179.5	-50.0	722.0	51357.8		51356.8
-178.0	-50.0	722.5	51359.0		51359.7
-176.5	-50.0	723.0	51355.7		51355.9
-175.0	-50.0	723.5	51355.5		51355.3
-173.5	-50.0	724.0	51356.3		51354.2
-172.0	-50.0	724.5	51357.8		51358.0
-170.5	-50.0	725.0	51356.3		51355.9
-169.0	-50.0	725.5	51355.8		51355.4
-167.5	-50.0	726.0	51356.6		51354.1
-166.0	-50.0	726.5	51355.2		51355.4
-164.5	-50.0	727.0	51355.6		51355.1
-163.0	-50.0	727.5	51354.6		51354.8
-161.5	-50.0	728.0	51358.5		51357.8
-160.0	-50.0	728.5	51356.6		51356.0
-158.5	-50.0	729.0	51361.0		51359.7
-157.0	-50.0	729.5	51360.5		51358.9
-155.5	-50.0	730.0	51355.8		51355.0
-154.0	-50.0	730.5	51357.3		51355.8
-152.5	-50.0	731.0	51358.9		51356.4
-151.0	-50.0	731.5	51359.9		51358.9
-149.5	-50.0	732.0	51358.4		51355.6
-148.0	-50.0	732.5	51360.4		51357.0
-146.5	-50.0	733.0	51358.6		51354.3
-145.0	-50.0	733.5	51358.7		51355.9
-143.5	-50.0	734.0	51357.6		51353.4
-142.0	-50.0	734.5	51360.5		51356.6
-140.5	-50.0	735.0	51361.7		51354.7
-139.0	-50.0	735.5	51363.5		51354.9
-137.5	-50.0	736.0	51369.6		51355.7
-136.0	-50.0	736.5	51372.2		51353.9
-134.5	-50.0	737.0	51376.8		51359.2
-133.0	-50.0	737.5	51373.9		51355.2
-131.5	-50.0	738.0	51374.5		51356.8
-130.0	-50.0	738.5	51376.0		51356.4
-128.5	-50.0	739.0	51370.9		51352.4
-127.0	-50.0	739.5	51371.9		51352.8
-125.5	-50.0	740.0	51370.8		51354.2
-124.0	-50.0	740.5	51366.1		51353.5
-122.5	-50.0	741.0	51364.1		51356.2
-121.0	-50.0	741.5	51358.0		51356.3
-119.5	-50.0	742.0	51354.1		51355.6
-118.0	-50.0	742.5	51352.0		51355.3
-116.5	-50.0	743.0	51352.7		51356.1
-115.0	-50.0	743.5	51352.8		51354.7
-113.5	-50.0	744.0	51353.0		51354.4
-112.0	-50.0	744.5	51352.1		51354.3
-110.5	-50.0	745.0	51352.0		51352.8
-109.0	-50.0	745.5	51352.8		51354.6
-107.5	-50.0	746.0	51352.9		51355.4
-106.0	-50.0	746.5	51350.0		51351.9
-104.5	-50.0	747.0	51351.8		51354.5
-103.0	-50.0	747.5	51352.7		51354.0
-101.5	-50.0	748.0	51353.3		51353.6
-100.0	-50.0	748.5	51351.0		51355.3
-98.5	-50.0	749.0	51350.6		51352.1
-97.0	-50.0	749.5	51350.7		51353.5
-95.5	-50.0	1470.0	51342.9		51344.4
-94.0	-50.0	1470.5	51344.5		51343.9
-92.5	-50.0	1471.0	51343.9		51345.9
-91.0	-50.0	1471.5	51343.8		51344.6
-89.5	-50.0	1472.0	51342.9		51344.4
-88.0	-50.0	1472.5	51341.3		51343.3
-86.5	-50.0	1473.0	51343.6		51344.6
-85.0	-50.0	1473.5	51344.1		51348.0
-83.5	-50.0	1474.0	51343.5		51345.4
-82.0	-50.0	1474.5	51344.8		51346.2
-80.5	-50.0	1475.0	51342.7		51344.3
-79.0	-50.0	1475.5	51341.7		51343.0
-77.5	-50.0	1476.0	51343.8		51344.1
-76.0	-50.0	1476.5	51341.8		51343.2
-74.5	-50.0	1477.0	51343.0		51343.2
-73.0	-50.0	1477.5	51344.6		51345.5
-71.5	-50.0	1478.0	51342.9		51343.3
-70.0	-50.0	1478.5	51343.3		51344.9
-68.5	-50.0	1479.0	51342.2		51343.0
-67.0	-50.0	1479.5	51340.3		51342.1
-65.5	-50.0	1480.0	51342.1		51343.0
-64.0	-50.0	1480.5	51341.5		51344.2
-62.5	-50.0	1481.0	51343.2		51342.1
-61.0	-50.0	1481.5	51342.9		51344.3
-59.5	-50.0	1482.0	51341.9		51344.4
-58.0	-50.0	1482.5	51343.5		51344.7
-56.5	-50.0	1483.0	51340.6		51341.6
-55.0	-50.0	1483.5	51340.9		51345.0
-53.5	-50.0	1484.0	51341.2		51342.1
-52.0	-50.0	1484.5	51342.4		51344.2
-50.5	-50.0	1485.0	51339.6		51342.1
-49.0	-50.0	1485.5	51341.3		51340.8
-47.5	-50.0	1486.0	51340.0		51342.3
-46.0	-50.0	1486.5	51339.6		51342.8
-44.5	-50.0	1487.0	51340.8		51341.9
-43.0	-50.0	1487.5	51342.1		51342.5
-41.5	-50.0	1488.0	51340.0		51342.3
-40.0	-50.0	1488.5	51340.6		51339.8
-38.5	-50.0	1489.0	51342.1		51342.4
-37.0	-50.0	1489.5	51340.7		51340.4
-35.5	-50.0	1490.0	51346.0		51348.7
-34.0	-50.0	1490.5	51344.4		51345.7
-32.5	-50.0	1491.0	51348.5		51350.0
-31.0	-50.0	1491.5	51347.8		51347.2
-29.5	-50.0	1492.0	51342.4		51342.9
-28.0	-50.0	1492.5	51343.9		51343.8
-26.5	-50.0	1493.0	51343.3		51345.3
-25.0	-50.0	1493.5	51343.2		51344.0
-23.5	-50.0	1494.0	51342.8		51343.1
-22.0	-50.0	1494.5	51340.4		51342.4
-20.5	-50.0	1495.0	51337.9		51338.2
-19.0	-50.0	1495.5	51341.2		51342.0
-17.5	-50.0	1496.0	51340.6		51340.7
-16.0	-50.0	1496.5	51340.6		51339.9
-14.5	-50.0	1497.0	51341.4		51341.7
-13.0	-50.0	1497.5	51339.6		51339.4
-11.5	-50.0	1498.0	51341.6		51340.6
-10.0	-50.0	1498.5	51339.4		51341.2
-8.5	-50.0	1499.0	51340.5		51341.9
-7.0	-50.0	1499.5	51341.0		51342.2
-5.5	-50.0	1500.0	51340.3		51341.2
-4.0	-50.0	1500.5	51338.0		51339.9
-2.5	-50.0	1501.0	51343.0		51345.1
-1.0	-50.0	1501.5	51339.9		51340.1
0.5	-50.0	1502.0	51341.7		51340.8
2.0	-50.0	1502.5	51339.3		51341.2
3.5	-50.0	1503.0	51343.2		51344.1
5.0	-50.0	1503.5	51341.6		51344.1
6.5	-50.0	1504.0	51342.5		51341.9
8.0	-50.0	1504.5	51338.8		51338.9
9.5	-50.0	1505.0	51341.0		51342.2
11.0	-50.0	1505.5	51342.2		51340.0
12.5	-50.0	1506.0	51341.7		51341.2
14.0	-50.0	1506.5	51343.2		51343.2
15.5	-50.0	1507.0	51340.6		51339.7
17.0	-50.0	1507.5	51340.4		51341.0
18.5	-50.0	1508.0	51341.4		51340.2
20.0	-50.0	1508.5	51339.7		51340.7
21.5	-50.0	1509.0	51342.7		51342.0
23.0	-50.0	1509.5	51343.4		51342.2
24.5	-50.0	1510.0	51339.4		51340.9
26.0	-50.0	1510.5	51343.1		51343.1
27.5	-50.0	1511.0	51342.8		51342.5
29.0	-50.0	1511.5	51340.9		51342.1
30.5	-50.0	1512.0	51343.7		51342.3
32.0	-50.0	1512.5	51343.9		51345.5
33.5	-50.0	1513.0	51342.6		51344.7
35.0	-50.0	1513.5	51341.8		51342.8
36.5	-50.0	1514.0	51341.1		51342.5
38.0	-50.0	1514.5	51344.2		51342.7
39.5	-50.0	1515.0	51342.7		51346.3
41.0	-50.0	1515.5	51344.2		51343.7
42.5	-50.0	1516.0	51341.7		51343.0
44.0	-50.0	1516.5	51340.6		51341.9
45.5	-50.0	1517.0	51342.7		51343.2
47.0	-50.0	1517.5	51343.4		51344.4
48.5	-50.0	1518.0	51342.1		51343.0
50.0	-50.0	1518.5	51343.1		51344.2
51.5	-50.0	1519.0	51339.5		51342.1
53.0	-50.0	1519.5	51343.3		51342.0
54.5	-50.0	1520.0	51341.3		51341.5
56.0	-50.0	1520.5	51342.8		51342.1
57.5	-50.0	1521.0	51341.5		51342.7
59.0	-50.0	1521.5	51342.3		51341.7
60.5	-50.0	1522.0	51343.0		51341.9
62.0	-50.0	1522.5	51341.8		51342.8
63.5	-50.0	1523.0	51342.6		51342.5
65.0	-50.0	1523.5	51341.6		51341.4
66.5	-50.0	1524.0	51341.9		51340.7
68.0	-50.0	1524.5	51342.0		51341.4
69.5	-50.0	1525.0	51341.5		51342.1
71.0	-50.0	1525.5	51341.5		51340.8
72.5	-50.0	1526.0	51339.7		51339.6
74.0	-50.0	1526.5	51339.1		51340.8
75.5	-50.0	1527.0	51341.1		51342.0
77.0	-50.0	1527.5	51339.7		51340.5
78.5	-50.0	1528.0	51343.8		51344.7
80.0	-50.0	1528.5	51343.4		51343.9
81.5	-50.0	1529.0	51339.4		51340.6
83.0	-50.0	1529.5	51342.0		51342.0
84.5	-50.0	1530.0	51340.6		51342.2
86.0	-50.0	1530.5	51343.5		51343.7
87.5	-50.0	1531.0	51341.5		51342.9
89.0	-50.0	1531.5	51344.9		51343.3
90.5	-50.0	1532.0	51343.1		51342.6
92.0	-50.0	1532.5	51340.7		51342.6
93.5	-50.0	1533.0	51344.0		51343.1
95.0	-50.0	1533.5	51343.0		51343.8
96.5	-50.0	1534.0	51340.6		51342.6
98.0	-50.0	1534.5	51344.1		51342.7
99.5	-50.0	1535.0	51341.9		51342.0
101.0	-50.0	1535.5	51341.3		51342.9
102.5	-50.0	1536.0	51344.1		51342.3
104.0	-50.0	1536.5	51343.3		51343.9
105.5	-50.0	1537.0	51343.5		51342.1
107.0	-50.0	1537.5	51343.4		51343.4
108.5	-50.0	1538.0	51340.3		51340.9
110.0	-50.0	1538.5	51340.0		51341.9
111.5	-50.0	1539.0	51345.6		51344.3
113.0	-50.0	1539.5	51342.9		51344.1
114.5	-50.0	1540.0	51342.9		51343.6
116.0	-50.0	1540.5	51342.9		51343.4
117.5	-50.0	1541.0	51345.2		51344.3
119.0	-50.0	1541.5	51343.2		51344.3
120.5	-50.0	1542.0	51345.0		51344.5
122.0	-50.0	1542.5	51344.1		51345.0
123.5	-50.0	1543.0	51345.5		51344.6
125.0	-50.0	1543.5	51346.1		51346.8
126.5	-50.0	1544.0	51343.7		51343.1
128.0	-50.0	1544.5	51343.4		51343.3
129.5	-50.0	1545.0	51344.4		51345.8
131.0	-50.0	1545.5	51343.6		51343.5
132.5	-50.0	1546.0	51342.6		51341.2
134.0	-50.0	1546.5	51344.7		51347.0
135.5	-50.0	1547.0	51343.0		51341.0
137.0	-50.0	1547.5	51343.0		51343.7
138.5	-50.0	1548.0	51344.6		51345.6
140.0	-50.0	1548.5	51343.9		51346.1
141.5	-50.0	1549.0	51345.4		51344.7
143.0	-50.0	1549.5	51342.0		51343.7
144.5	-50.0	1550.0	51342.1		51343.2
146.0	-50.0	1550.5	51346.1		51345.6
147.5	-50.0	1551.0	51343.6		51343.7
149.0	-50.0	1551.5	51345.8		51343.6
150.5	-50.0	1552.0	51344.4		51343.2
152.0	-50.0	1552.5	51343.5		51344.1
153.5	-50.0	1553.0	51341.8		51342.9
155.0	-50.0	1553.5	51342.8		51343.2
156.5	-50.0	1554.0	51343.3		51342.3
158.0	-50.0	1554.5	51343.5		51341.8
159.5	-50.0	1555.0	51344.3		51343.5
161.0	-50.0	1555.5	51343.6		51344.4
162.5	-50.0	1556.0	51346.0		51346.8
164.0	-50.0	1556.5	51346.5		51345.7
165.5	-50.0	1557.0	51344.7		51345.1
167.0	-50.0	1557.5	51344.7		51346.0
168.5	-50.0	1558.0	51342.8		51343.2
170.0	-50.0	1558.5	51343.6		51343.9
171.5	-50.0	1559.0	51342.8		51341.5
173.0	-50.0	1559.5	51345.8		51345.3
174.5	-50.0	1560.0	51342.6		51345.7
176.0	-50.0	1560.5	51343.3		51342.3
177.5	-50.0	1561.0	51343.2		51343.0
179.0	-50.0	1561.5	51342.0		51343.3
180.5	-50.0	1562.0	51343.4		51341.6
182.0	-50.0	1562.5	51343.1		51342.8
183.5	-50.0	1563.0	51347.4		51345.0
185.0	-50.0	1563.5	51345.5		51342.4
186.5	-50.0	1564.0	51342.6		51341.8
188.0	-50.0	1564.5	51343.3		51341.9
189.5	-50.0	1565.0	51343.1		51344.3
191.0	-50.0	1565.5	51345.3		51344.0
192.5	-50.0	1566.0	51342.7		51342.7
194.0	-50.0	1566.5	51343.6		51342.1
195.5	-50.0	1567.0	51343.3		51342.7
197.0	-50.0	1567.5	51340.2		51341.3
198.5	-50.0	1568.0	51344.7		51343.3
200.0	-50.0	1568.5	51343.9		51343.3
201.5	-50.0	1569.0	51344.4		51344.6
203.0	-50.0	1569.5	51341.3		51341.9
204.5	-50.0	1570.0	51342.1		51341.1
206.0	-50.0	1570.5	51344.9		51343.6
207.5	-50.0	1571.0	51342.5		51341.9
209.0	-50.0	1571.5	51344.4		51344.2
210.5	-50.0	1572.0	51339.6		51341.0
212.0	-50.0	1572.5	51344.3		51342.4
213.5	-50.0	1573.0	51341.7		51341.2
215.0	-50.0	1573.5	51340.0		51338.6
216.5	-50.0	1574.0	51345.4		51343.7
218.0	-50.0	1574.5	51339.8		51338.4
219.5	-50.0	1575.0	51342.0		51343.2
221.0	-50.0	1575.5	51344.4		51342.0
222.5	-50.0	1576.0	51345.0		51345.7
224.0	-50.0	1576.5	51344.0		51342.7
225.5	-50.0	1577.0	51342.7		51340.7
227.0	-50.0	1577.5	51341.6		51342.6
228.5	-50.0	1578.0	51341.9		51342.6
230.0	-50.0	1578.5	51344.2		51343.9
231.5	-50.0	1579.0	51345.4		51345.0
233.0	-50.0	1579.5	51345.5		51345.0
234.5	-50.0	1580.0	51338.0		51340.1
236.0	-50.0	1580.5	51340.3		51341.7
237.5	-50.0	1581.0	51342.2		51344.5
239.0	-50.0	1581.5	51340.2		51340.5
240.5	-50.0	1582.0	51343.5		51341.2
242.0	-50.0	1582.5	51344.9		51342.8
243.5	-50.0	1583.0	51345.5		51341.8
245.0	-50.0	1583.5	51345.3		51340.5
246.5	-50.0	1584.0	51344.1		51343.0
248.0	-50.0	1584.5	51343.4		51339.7
249.5	-50.0	1585.0	51344.3		51340.3
-250.0	0.0	1585.5	51341.0		51340.4
-248.5	0.0	1586.0	51341.5		51340.3
-247.0	0.0	1586.5	51341.2		51341.9
-245.5	0.0	1587.0	51342.5		51344.4
-244.0	0.0	1587.5	51342.5		51343.1
-242.5	0.0	1588.0	51342.9		51344.5
-241.0	0.0	1588.5	51341.5		51342.9
-239.5	0.0	1589.0	51340.4		51340.4
-238.0	0.0	1589.5	51342.1		51342.2
-236.5	0.0	1590.0	51343.4		51342.3
-235.0	0.0	1590.5	51341.1		51341.7
-233.5	0.0	1591.0	51341.6		51343.7
-232.0	0.0	1591.5	51340.9		51342.7
-230.5	0.0	1592.0	51344.6		51345.4
-229.0	0.0	1592.5	51341.2		51341.9
-227.5	0.0	1593.0	51342.6		51345.1
-226.0	0.0	1593.5	51342.8		51342.2
-224.5	0.0	1594.0	51341.2		51342.6
-223.0	0.0	1594.5	51341.4		51341.6
-221.5	0.0	1595.0	51341.7		51342.8
-220.0	0.0	1595.5	51343.7		51344.2
-218.5	0.0	1596.0	51342.7		51344.0
-217.0	0.0	1596.5	51343.5		51343.0
-215.5	0.0	1597.0	51340.0		51339.9
-214.0	0.0	1597.5	51339.8		51340.5
-212.5	0.0	1598.0	51343.5		51344.1
-211.0	0.0	1598.5	51341.1		51340.9
-209.5	0.0	1599.0	51343.1		51342.2
-208.0	0.0	1599.5	51342.4		51344.1
-206.5	0.0	1600.0	51341.6		51341.8
-205.0	0.0	1600.5	51342.2		51342.3
-203.5	0.0	1601.0	51341.7		51341.9
-202.0	0.0	1601.5	51341.2		51342.4
-200.5	0.0	1602.0	51340.8		51340.8
-199.0	0.0	1602.5	51343.3		51342.3
-197.5	0.0	1603.0	51341.6		51340.9
-196.0	0.0	1603.5	51340.9		51342.9
-194.5	0.0	1604.0	51342.3		51342.0
-193.0	0.0	1604.5	51341.2		51343.4
-191.5	0.0	1605.0	51340.7		51342.3
-190.0	0.0	1605.5	51341.4		51341.8
-188.5	0.0	1606.0	51342.8		51341.4
-187.0	0.0	1606.5	51343.9		51344.0
-185.5	0.0	1607.0	51343.4		51343.3
-184.0	0.0	1607.5	51342.8		51339.9
-182.5	0.0	1608.0	51341.3		51340.7
-181.0	0.0	1608.5	51342.6		51342.1
-179.5	0.0	1609.0	51340.5		51338.7
-178.0	0.0	1609.5	51342.4		51342.3
-176.5	0.0	1610.0	51340.5		51340.2
-175.0	0.0	1610.5	51343.3		51343.6
-173.5	0.0	1611.0	51340.6		51341.1
-172.0	0.0	1611.5	51341.7		51341.6
-170.5	0.0	1612.0	51343.0		51341.1
-169.0	0.0	1612.5	51341.5		51339.2
-167.5	0.0	1613.0	51342.8		51340.0
-166.0	0.0	1613.5	51343.5		51341.7
-164.5	0.0	1614.0	51342.0		51339.9
-163.0	0.0	1614.5	51342.8		51341.2
-161.5	0.0	1615.0	51344.2		51340.8
-160.0	0.0	1615.5	51343.0		51338.8
-158.5	0.0	1616.0	51343.8		51342.2
-157.0	0.0	1616.5	51345.6		51342.2
-155.5	0.0	1617.0	51346.9		51341.6
-154.0	0.0	1617.5	51348.3		51343.6
-152.5	0.0	1618.0	51347.3		51339.8
-151.0	0.0	1618.5	51353.7		51340.6
-149.5	0.0	1619.0	51357.4		51340.8
-148.0	0.0	1619.5	51360.4		51339.5
-146.5	0.0	1620.0	51361.5		51340.9
-145.0	0.0	1620.5	51359.6		51340.3
-143.5	0.0	1621.0	51359.3		51341.1
-142.0	0.0	1621.5	51357.7		51337.4
-140.5	0.0	1622.0	51357.8		51343.6
-139.0	0.0	1622.5	51355.2		51340.1
-137.5	0.0	1623.0	51356.0		51340.4
-136.0	0.0	1623.5	51350.6		51339.4
-134.5	0.0	1624.0	51346.0		51340.8
-133.0	0.0	1624.5	51342.6		51340.3
-131.5	0.0	1625.0	51337.9		51339.8
-130.0	0.0	1625.5	51336.6		51337.9
-128.5	0.0	1626.0	51339.9		51342.4
-127.0	0.0	1626.5	51339.8		51341.0
-125.5	0.0	1627.0	51338.8		51339.8
-124.0	0.0	1627.5	51340.7		51343.3
-122.5	0.0	1628.0	51338.0		51340.4
-121.0	0.0	1628.5	51338.3		51338.2
-119.5	0.0	1629.0	51336.9		51341.1
-118.0	0.0	1629.5	51340.7		51341.7
-116.5	0.0	1630.0	51338.2		51338.8
-115.0	0.0	1630.5	51340.0		51340.4
-113.5	0.0	1631.0	51337.9		51341.8
-112.0	0.0	1631.5	51337.9		51340.5
-110.5	0.0	1632.0	51338.1		51341.8
-109.0	0.0	1632.5	51338.5		51341.4
-107.5	0.0	1633.0	51339.9		51341.3
-106.0	0.0	1633.5	51336.9		51339.2
